RepDate,SPName,Capacity,Enrollment,Waitlist,Vacancy
30/9/2018,(ADH) THK Home for the Disabled @ Chai Chee,102,97,5,5
30/9/2018,(CGH) MINDSVille @ Napiri,10,8,3,2
30/9/2018,(Hostel) MINDSVille @ Napiri,60,49,15,11
31/1/2019,(ADH) THK Home for the Disabled @ Chai Chee,102,99,6,3
31/1/2019,(Hostel) Touch Ubi Hostel,30,30,5,0
31/1/2019,(ADH) Bishan Home for the Intellectually Disabled,132,122,3,10
31/1/2019,(ADH) Blue Cross Thong Kheng Home,116,96,5,20
31/1/2019,(ADH) Metta Home for the Disabled,103,88,7,15
31/1/2019,(ADH) Singapore Cheshire Home,90,72,2,18
31/1/2019,(CGH) MINDSVille @ Napiri,10,8,5,2
31/1/2019,(Hostel) MINDSVille @ Napiri,60,50,15,10
31/1/2019,(Hostel) THK Home for the Disabled @ Eunos,40,38,22,2
28/2/2019,(ADH) THK Home for the Disabled @ Chai Chee,102,99,9,3
28/2/2019,(ADH) THK Home for Disabled @ Sembawang,184,57,47,127
28/2/2019,(Hostel) Touch Ubi Hostel,30,30,5,0
28/2/2019,(ADH) Bishan Home for the Intellectually Disabled,132,121,3,11
28/2/2019,(ADH) Blue Cross Thong Kheng Home,116,95,7,21
28/2/2019,(ADH) Red Cross Home for the Disabled,100,91,9,9
28/2/2019,(ADH) Singapore Cheshire Home,90,71,2,19
28/2/2019,(ADH) THK Home for the Disabled @ Eunos,88,82,12,6
28/2/2019,(CGH) MINDSVille @ Napiri,10,8,5,2
31/3/2019,(ADH) THK Home for Disabled @ Sembawang,184,69,45,115
31/3/2019,(ADH) Blue Cross Thong Kheng Home,116,95,9,21
31/3/2019,(ADH) Metta Home for the Disabled,103,89,4,14
31/3/2019,(ADH) MINDSVille @ Napiri,160,125,25,35
31/3/2019,(ADH) Red Cross Home for the Disabled,100,91,7,9
30/4/2019,(ADH) THK Home for the Disabled @ Chai Chee,102,98,14,4
30/4/2019,(ADH) THK Home for Disabled @ Sembawang,180,69,45,111
30/4/2019,(Hostel) Touch Ubi Hostel,30,31,4,-1
30/4/2019,(ADH) Blue Cross Thong Kheng Home,116,96,9,20
30/4/2019,(ADH) St Andrew's Adult Home (Sengkang),200,2,19,198
30/4/2019,(ADH) THK Home for the Disabled @ Eunos,88,81,10,7
31/5/2019,(ADH) THK Home for Disabled @ Sembawang,180,69,46,111
31/5/2019,(ADH) Bishan Home for the Intellectually Disabled,132,127,1,5
31/5/2019,(ADH) Blue Cross Thong Kheng Home,116,98,6,18
31/5/2019,(ADH) Red Cross Home for the Disabled,100,91,8,9
31/5/2019,(Hostel) MINDSVille @ Napiri,60,50,16,10
31/5/2019,(Hostel) THK Home for the Disabled @ Eunos,40,42,22,-2
30/6/2019,(ADH) MINDSVille @ Napiri,160,125,28,35
30/6/2019,(CGH) MINDSVille @ Napiri,10,8,6,2
31/10/2019,(ADH) THK Home for Disabled @ Sembawang,180,86,27,94
31/10/2019,(ADH) Bishan Home for the Intellectually Disabled,132,126,1,6
31/10/2019,(ADH) MINDSVille @ Napiri,160,122,35,38
31/10/2019,(ADH) Red Cross Home for the Disabled,100,93,12,7
31/10/2019,(ADH) St Andrew's Adult Home (Sengkang),148,12,15,136
31/10/2019,(ADH) THK Home for the Disabled @ Eunos,88,82,10,6
31/10/2019,(Hostel) THK Home for the Disabled @ Eunos,40,43,22,-3
31/10/2019,(Hostel) Touch Ubi Hostel,30,29,6,1
31/10/2019,(DAC) Metta Home @ Hougang,40,32,3,8
31/10/2019,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,28,19,32
31/10/2019,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,53,12,30
31/10/2019,(DAC) Cerebral Palsy Alliance Singapore,70,61,12,9
31/10/2019,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,51,2,4
31/10/2019,(DAC) MINDS Training & Development Centre @ Napiri,50,59,12,-9
31/10/2019,(DAC) MINDS Training & Development Centre @ Tampines,47,53,5,-6
31/10/2019,(DAC) Singapore Cheshire Home,50,26,3,24
31/10/2019,(DAC) SPD Day Activity Centre,91,85,4,6
31/10/2019,(DAC) St Andrew's Autism Centre (Sengkang),50,25,14,25
31/10/2019,(DAC) St Andrew's Autism Centre (Siglap),97,67,10,30
31/10/2019,(DAC) SUN-DAC @ Bedok,50,44,3,6
31/10/2019,(DAC) SUN-DAC @ Choa Chu Kang,50,49,0,1
31/10/2019,(DAC) SUN-DAC @ Upper Thomson,120,35,10,85
31/10/2019,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,22,2,20
31/10/2019,(DAC) TOUCH Centre for Independent Living - Ubi,50,38,0,12
31/10/2019,(SW) BizLink Sheltered Workshop,136,150,17,-14
31/10/2019,(SW) Cerebral Palsy Alliance Singapore GROW,100,83,14,17
31/10/2019,(SW) MINDS Woodlands Employment Development Centre,400,355,28,45
31/10/2019,(SW) THK-Pan-Disability Centre,100,83,10,17
30/11/2019,(ADH) Blue Cross Thong Kheng Home,116,96,12,20
30/11/2019,(ADH) Metta Home for the Disabled,103,87,4,16
30/11/2019,(ADH) Singapore Cheshire Home,90,73,3,17
30/11/2019,(CGH) MINDSVille @ Napiri,10,8,7,2
30/11/2019,(Hostel) MINDSVille @ Napiri,60,51,16,9
30/11/2019,(DAC) THK Day Activity Centre @ Chai Chee,50,19,4,31
30/11/2019,(DAC) THK Autism Centre @ Geylang Bahru,66,23,9,43
30/11/2019,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,28,18,32
30/11/2019,(DAC) Emmanuel Activity Centre @ Tampines,50,50,3,0
30/11/2019,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,53,12,30
30/11/2019,(DAC) Eden Centre for Adults @ Clementi,40,43,10,-3
30/11/2019,(DAC) Metta Home @ Hougang,40,32,2,8
30/11/2019,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,50,3,5
30/11/2019,(DAC) MINDS Training & Development Centre @ Faber,41,37,0,4
30/11/2019,(DAC) MINDS Training & Development Centre @ Tampines,47,52,3,-5
30/11/2019,(DAC) MINDS Training & Development Centre @ Yishun,61,53,7,8
30/11/2019,(DAC) Red Cross Day Activity Centre,50,11,5,39
30/11/2019,(DAC) SPD Day Activity Centre,91,85,5,6
30/11/2019,(DAC) St Andrew's Autism Centre (Sengkang),50,28,9,22
30/11/2019,(DAC) SUN-DAC @ Choa Chu Kang,50,49,0,1
30/11/2019,(SW) APSN Centre for Adults,170,163,13,7
30/11/2019,(SW) BizLink Sheltered Workshop,136,150,18,-14
30/11/2019,(SW) Cerebral Palsy Alliance Singapore GROW,100,83,13,17
30/11/2019,(SW) MINDS IDEA Employment Development Centre,300,296,12,4
30/11/2019,(SW) MINDS Woodlands Employment Development Centre,400,357,26,43
31/12/2019,(ADH) THK Home for the Disabled @ Chai Chee,102,99,8,3
31/12/2019,(ADH) THK Home for the Disabled @ Eunos,88,81,10,7
31/12/2019,(ADH) THK Home for Disabled @ Sembawang,180,86,34,94
31/12/2019,(Hostel) THK Home for the Disabled @ Eunos,40,42,23,-2
31/12/2019,(ADH) Bishan Home for the Intellectually Disabled,132,126,0,6
31/12/2019,(ADH) Blue Cross Thong Kheng Home,116,92,13,24
31/12/2019,(ADH) Metta Home for the Disabled,103,87,3,16
31/12/2019,(ADH) MINDSVille @ Napiri,160,119,31,41
31/12/2019,(ADH) Red Cross Home for the Disabled,100,92,15,8
31/12/2019,(ADH) St Andrew's Adult Home (Sengkang),148,14,17,134
31/12/2019,(CGH) MINDSVille @ Napiri,10,8,7,2
31/12/2019,(Hostel) MINDSVille @ Napiri,60,48,18,12
31/12/2019,(DAC) THK Day Activity Centre @ Chai Chee,50,19,4,31
31/12/2019,(DAC) BizLink Day Activity Centre,40,35,6,5
31/12/2019,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,28,20,32
31/12/2019,(DAC) Blue Cross Thong Kheng Home,50,32,4,18
31/12/2019,(DAC) Eden Centre for Adults @ Clementi,40,43,10,-3
31/12/2019,(DAC) Eden Centre for Adults @ Hougang,40,42,6,-2
31/12/2019,(DAC) Metta Home @ Hougang,40,32,2,8
31/12/2019,(DAC) MINDS Training & Development Centre @ Jurong,53,43,2,10
31/12/2019,(DAC) MINDS Training & Development Centre @ Napiri,50,58,11,-8
31/12/2019,(DAC) MINDS Training & Development Centre @ Tampines,47,52,4,-5
31/12/2019,(DAC) MINDS Training & Development Centre @ Yishun,61,53,7,8
31/12/2019,(DAC) SPD Day Activity Centre,91,84,5,7
31/12/2019,(DAC) St Andrew's Autism Centre (Siglap),97,67,10,30
31/12/2019,(DAC) SUN-DAC @ Bedok,50,46,0,4
31/12/2019,(DAC) TOUCH Centre for Independent Living - Ubi,50,37,0,13
31/12/2019,(SW) BizLink Sheltered Workshop,136,153,17,-17
31/12/2019,(SW) Cerebral Palsy Alliance Singapore GROW,100,85,10,15
31/12/2019,(SW) MINDS IDEA Employment Development Centre,300,295,12,5
31/12/2019,(SW) MINDS Woodlands Employment Development Centre,400,357,27,43
31/12/2019,(SW) SPD Sheltered Workshop,145,134,8,11
31/12/2019,(SW) THK-Pan-Disability Centre,100,81,12,19
30/6/2019,(ADH) THK Home for Disabled @ Sembawang,180,71,51,109
30/6/2019,(ADH) Blue Cross Thong Kheng Home,116,97,7,19
30/6/2019,(ADH) Red Cross Home for the Disabled,100,91,10,9
30/6/2019,(Hostel) MINDSVille @ Napiri,60,51,16,9
30/6/2019,(DAC) Metta Home @ Hougang,40,32,3,8
30/6/2019,(DAC) THK Day Activity Centre @ Chai Chee,50,17,4,33
30/6/2019,(DAC) Bishan Home for the Intellectually Disabled,50,24,1,26
30/6/2019,(DAC) Blue Cross Thong Kheng Home,50,31,3,19
30/6/2019,(DAC) Emmanuel Activity Centre @ Tampines,50,55,2,-5
30/6/2019,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,50,14,33
30/6/2019,(DAC) Cerebral Palsy Alliance Singapore,50,50,20,0
30/6/2019,(DAC) Eden Centre for Adults @ Clementi,40,44,9,-4
30/6/2019,(DAC) Metta Home @ Woodlands,50,28,1,22
30/6/2019,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,51,1,4
30/6/2019,(DAC) MINDS Training & Development Centre @ Eunos,100,69,1,31
30/6/2019,(DAC) MINDS Training & Development Centre @ Faber,41,39,1,2
30/6/2019,(DAC) MINDS Training & Development Centre @ Jurong,53,47,0,6
30/6/2019,(DAC) MINDS Training & Development Centre @ Yishun,61,53,0,8
30/6/2019,(DAC) Red Cross Day Activity Centre,50,9,2,41
30/6/2019,(DAC) Singapore Cheshire Home,50,25,1,25
30/6/2019,(DAC) SPD Day Activity Centre,91,86,8,5
30/6/2019,(DAC) SUN-DAC @ Upper Thomson,120,33,6,87
30/6/2019,(SW) THK-Pan-Disability Centre,100,79,11,21
31/7/2019,(ADH) THK Home for Disabled @ Sembawang,180,72,29,108
31/7/2019,(ADH) Blue Cross Thong Kheng Home,116,98,7,18
31/7/2019,(ADH) MINDSVille @ Napiri,160,124,26,36
31/7/2019,(ADH) Singapore Cheshire Home,90,70,7,20
31/7/2019,(ADH) THK Home for the Disabled @ Eunos,88,82,10,6
31/7/2019,(CGH) MINDSVille @ Napiri,10,8,7,2
31/7/2019,(DAC) BizLink Day Activity Centre,40,35,4,5
31/7/2019,(DAC) Emmanuel Activity Centre @ Tampines,50,55,2,-5
31/7/2019,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,50,14,33
31/7/2019,(DAC) THK Day Activity Centre @ Chai Chee,50,17,5,33
31/7/2019,(DAC) THK Autism Centre @ Geylang Bahru,66,25,3,41
31/7/2019,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,22,11,38
31/7/2019,(DAC) Cerebral Palsy Alliance Singapore,50,50,20,0
31/7/2019,(DAC) Eden Centre for Adults @ Hougang,40,42,2,-2
31/7/2019,(DAC) MINDS Training & Development Centre @ Faber,41,39,1,2
31/7/2019,(DAC) MINDS Training & Development Centre @ Jurong,53,45,0,8
31/7/2019,(DAC) MINDS Training & Development Centre @ Napiri,50,58,10,-8
31/7/2019,(DAC) Red Cross Day Activity Centre,50,9,2,41
31/7/2019,(DAC) Singapore Cheshire Home,50,25,2,25
31/7/2019,(DAC) St Andrew's Autism Centre (Siglap),97,65,8,32
31/7/2019,(DAC) SUN-DAC @ Choa Chu Kang,50,49,1,1
31/7/2019,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,22,0,20
31/7/2019,(DAC) TOUCH Centre for Independent Living - Ubi,50,38,0,12
31/7/2019,(SW) APSN Centre for Adults,170,154,16,16
31/7/2019,(SW) BizLink Sheltered Workshop,136,151,11,-15
31/7/2019,(SW) SIA-MINDS Employment Development Centre,350,376,3,-26
31/7/2019,(SW) SPD Sheltered Workshop,145,148,5,-3
31/8/2019,(ADH) THK Home for the Disabled @ Chai Chee,102,99,10,3
31/8/2019,(ADH) THK Home for Disabled @ Sembawang,180,74,38,106
31/8/2019,(ADH) Red Cross Home for the Disabled,100,93,8,7
31/8/2019,(ADH) Singapore Cheshire Home,90,71,4,19
31/8/2019,(CGH) MINDSVille @ Napiri,10,8,7,2
31/8/2019,(DAC) Bishan Home for the Intellectually Disabled,50,24,1,26
31/8/2019,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,26,13,34
31/8/2019,(DAC) Blue Cross Thong Kheng Home,50,32,4,18
31/8/2019,(DAC) Cerebral Palsy Alliance Singapore,70,61,10,9
31/8/2019,(DAC) Eden Centre for Adults @ Hougang,40,43,2,-3
31/8/2019,(DAC) MINDS Training & Development Centre @ Clementi,55,48,0,7
31/8/2019,(DAC) MINDS Training & Development Centre @ Eunos,100,69,7,31
31/8/2019,(DAC) MINDS Training & Development Centre @ Faber,41,40,0,1
31/8/2019,(DAC) MINDS Training & Development Centre @ Napiri,50,58,11,-8
31/8/2019,(DAC) Red Cross Day Activity Centre,50,10,3,40
31/8/2019,(DAC) Singapore Cheshire Home,50,25,3,25
31/8/2019,(DAC) SPD Day Activity Centre,91,86,4,5
31/8/2019,(DAC) St Andrew's Autism Centre (Sengkang),50,25,14,25
31/8/2019,(DAC) St Andrew's Autism Centre (Siglap),97,65,8,32
31/8/2019,(DAC) SUN-DAC @ Bedok,50,42,4,8
31/8/2019,(DAC) SUN-DAC @ Choa Chu Kang,50,50,1,0
31/8/2019,(DAC) SUN-DAC @ Upper Thomson,120,33,8,87
31/8/2019,(DAC) THK Day Activity Centre @ Chai Chee,50,18,3,32
31/8/2019,(DAC) THK Autism Centre @ Geylang Bahru,66,23,6,43
31/8/2019,(DAC) TOUCH Centre for Independent Living - Ubi,50,38,0,12
31/8/2019,(SW) BizLink Sheltered Workshop,136,156,11,-20
31/8/2019,(SW) Cerebral Palsy Alliance Singapore GROW,100,84,8,16
31/8/2019,(SW) MINDS IDEA Employment Development Centre,300,302,6,-2
31/8/2019,(SW) SIA-MINDS Employment Development Centre,350,374,9,-24
31/8/2019,(SW) MINDS Woodlands Employment Development Centre,400,352,11,48
31/8/2019,(SW) SPD Sheltered Workshop,145,148,6,-3
30/9/2019,(ADH) St Andrew's Adult Home (Sengkang),148,11,11,137
30/9/2019,(ADH) THK Home for the Disabled @ Eunos,88,83,10,5
30/9/2019,(CGH) MINDSVille @ Napiri,10,8,7,2
30/9/2019,(Hostel) THK Home for the Disabled @ Eunos,40,43,22,-3
30/9/2019,(Hostel) Touch Ubi Hostel,30,31,5,-1
30/9/2019,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,25,18,35
30/9/2019,(DAC) Blue Cross Thong Kheng Home,50,32,4,18
30/9/2019,(DAC) Cerebral Palsy Alliance Singapore,70,61,12,9
30/9/2019,(DAC) Eden Centre for Adults @ Clementi,40,45,11,-5
30/9/2019,(DAC) Eden Centre for Adults @ Hougang,40,43,4,-3
30/9/2019,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,51,2,4
30/9/2019,(DAC) MINDS Training & Development Centre @ Faber,41,39,0,2
30/9/2019,(DAC) MINDS Training & Development Centre @ Jurong,53,44,2,9
30/9/2019,(DAC) MINDS Training & Development Centre @ Tampines,47,53,6,-6
30/9/2019,(DAC) MINDS Training & Development Centre @ Yishun,61,52,7,9
30/9/2019,(DAC) Singapore Cheshire Home,50,27,3,23
30/9/2019,(DAC) St Andrew's Autism Centre (Siglap),97,65,11,32
30/9/2019,(DAC) SUN-DAC @ Choa Chu Kang,50,50,0,0
30/9/2019,(DAC) SUN-DAC @ Upper Thomson,120,35,9,85
30/9/2019,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,22,1,20
30/9/2019,(SW) BizLink Sheltered Workshop,136,150,14,-14
30/9/2019,(SW) Cerebral Palsy Alliance Singapore GROW,100,84,9,16
30/9/2019,(SW) SIA-MINDS Employment Development Centre,350,373,17,-23
30/9/2019,(SW) THK-Pan-Disability Centre,100,82,12,18
31/1/2020,(ADH) THK Home for the Disabled @ Eunos,88,81,12,7
31/1/2020,(Hostel) THK Home for the Disabled @ Eunos,40,42,23,-2
31/1/2020,(ADH) Blue Cross Thong Kheng Home,116,93,13,23
31/1/2020,(ADH) Metta Home for the Disabled,103,86,3,17
31/1/2020,(ADH) MINDSVille @ Napiri,160,117,34,43
31/1/2020,(ADH) Red Cross Home for the Disabled,100,94,7,6
31/1/2020,(ADH) St Andrew's Adult Home (Sengkang),148,14,18,134
31/1/2020,(CGH) MINDSVille @ Napiri,10,8,7,2
31/1/2020,(Hostel) MINDSVille @ Napiri,60,46,26,14
31/1/2020,(DAC) THK Day Activity Centre @ Chai Chee,50,18,3,32
31/1/2020,(DAC) Blue Cross Thong Kheng Home,50,32,4,18
31/1/2020,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,57,12,26
31/1/2020,(DAC) Cerebral Palsy Alliance Singapore,70,68,2,2
31/1/2020,(DAC) Eden Centre for Adults @ Hougang,40,42,5,-2
31/1/2020,(DAC) Metta Home @ Hougang,40,32,2,8
31/1/2020,(DAC) Metta Home @ Woodlands,50,28,3,22
31/1/2020,(DAC) MINDS Training & Development Centre @ Clementi,55,49,2,6
31/1/2020,(DAC) MINDS Training & Development Centre @ Eunos,100,70,2,30
31/1/2020,(DAC) MINDS Training & Development Centre @ Faber,41,37,0,4
31/1/2020,(DAC) MINDS Training & Development Centre @ Napiri,50,59,10,-9
31/1/2020,(DAC) MINDS Training & Development Centre @ Tampines,47,52,3,-5
31/1/2020,(DAC) Red Cross Day Activity Centre,50,11,3,39
31/1/2020,(DAC) SPD Day Activity Centre,91,86,2,5
31/1/2020,(DAC) St Andrew's Autism Centre (Siglap),97,69,8,28
31/1/2020,(DAC) SUN-DAC @ Bedok,50,46,0,4
31/1/2020,(DAC) SUN-DAC @ Choa Chu Kang,50,48,4,2
31/1/2020,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,23,1,19
31/1/2020,(SW) APSN Centre for Adults,170,164,11,6
31/1/2020,(SW) BizLink Sheltered Workshop,136,154,12,-18
31/1/2020,(SW) MINDS Woodlands Employment Development Centre,400,370,11,30
31/1/2020,(SW) THK-Pan-Disability Centre,100,81,14,19
31/10/2020,(ADH) Bishan Home for the Intellectually Disabled,132,125,0,7
31/10/2020,(ADH) Metta Home for the Disabled,103,84,1,19
31/10/2020,(ADH) Singapore Cheshire Home,90,75,2,15
31/10/2020,(ADH) THK Home for the Disabled @ Eunos,88,80,12,8
31/10/2020,(Hostel) MINDSVille @ Napiri,60,48,36,12
31/10/2020,(Hostel) Touch Ubi Hostel,30,28,4,2
31/10/2020,(DAC) BizLink Day Activity Centre,40,39,7,1
31/10/2020,(DAC) Blue Cross Thong Kheng Home,50,32,1,18
31/10/2020,(DAC) Cerebral Palsy Alliance Singapore,70,66,1,4
31/10/2020,(DAC) Eden Centre for Adults @ Clementi,40,44,18,-4
31/10/2020,(DAC) Eden Centre for Adults @ Hougang,40,44,6,-4
31/10/2020,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,48,6,7
31/10/2020,(DAC) MINDS Training & Development Centre @ Clementi,55,48,4,7
31/10/2020,(DAC) MINDS Training & Development Centre @ Faber,41,38,6,3
31/10/2020,(DAC) MINDS Training & Development Centre @ Jurong,53,47,7,6
31/10/2020,(DAC) MINDS Training & Development Centre @ Napiri,50,55,11,-5
31/10/2020,(DAC) MINDS Training & Development Centre @ Tampines,47,53,2,-6
31/10/2020,(DAC) Red Cross Day Activity Centre,50,12,7,38
31/10/2020,(DAC) SPD Day Activity Centre,91,82,10,9
31/10/2020,(DAC) St Andrew's Autism Centre (Sengkang),50,34,13,16
31/10/2020,(DAC) St Andrew's Autism Centre (Siglap),73,68,8,5
31/10/2020,(DAC) SUN-DAC @ Bedok,50,43,6,7
31/10/2020,(DAC) SUN-DAC @ Choa Chu Kang,50,51,4,-1
31/10/2020,(DAC) SUN-DAC @ Upper Thomson,120,37,9,83
31/10/2020,(SW) MINDS IDEA Employment Development Centre,300,304,17,-4
31/10/2020,(SW) MINDS Woodlands Employment Development Centre,400,363,37,37
31/10/2020,(SW) SPD Sheltered Workshop,145,126,19,19
30/11/2020,(ADH) Blue Cross Thong Kheng Home,116,93,4,23
30/11/2020,(ADH) Metta Home for the Disabled,103,84,2,19
30/11/2020,(ADH) MINDSVille @ Napiri,160,117,26,43
30/11/2020,(ADH) Singapore Cheshire Home,90,74,4,16
30/11/2020,(ADH) THK Home for the Disabled @ Chai Chee,102,96,9,6
30/11/2020,(ADH) THK Home for the Disabled @ Eunos,88,80,12,8
30/11/2020,(CGH) MINDSVille @ Napiri,10,8,8,2
30/11/2020,(Hostel) MINDSVille @ Napiri,60,49,38,11
30/11/2020,(Hostel) Touch Ubi Hostel,30,29,3,1
30/11/2020,(DAC) BizLink Day Activity Centre,40,39,6,1
30/11/2020,(DAC) SUN-DAC @ Bedok,50,43,5,7
30/11/2020,(DAC) SUN-DAC @ Choa Chu Kang,50,51,3,-1
30/11/2020,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
30/11/2020,(DAC) Emmanuel Activity Centre @ Tampines,50,45,7,5
30/11/2020,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,56,19,27
30/11/2020,(DAC) Cerebral Palsy Alliance Singapore,70,65,1,5
30/11/2020,(DAC) Eden Centre for Adults @ Clementi,40,44,19,-4
30/11/2020,(DAC) Eden Centre for Adults @ Hougang,40,44,7,-4
30/11/2020,(DAC) Metta Home @ Hougang,40,30,2,10
30/11/2020,(DAC) Metta Home @ Woodlands,50,28,1,22
30/11/2020,(DAC) MINDS Training & Development Centre @ Clementi,55,49,5,6
30/11/2020,(DAC) MINDS Training & Development Centre @ Eunos,100,71,9,29
30/11/2020,(DAC) MINDS Training & Development Centre @ Faber,41,38,5,3
30/11/2020,(DAC) MINDS Training & Development Centre @ Jurong,53,47,9,6
30/11/2020,(DAC) MINDS Training & Development Centre @ Yishun,61,62,3,-1
30/11/2020,(DAC) Red Cross Day Activity Centre,50,14,4,36
30/11/2020,(DAC) St Andrew's Autism Centre (Sengkang),50,34,12,16
30/11/2020,(DAC) St Andrew's Autism Centre (Siglap),73,70,7,3
30/11/2020,(DAC) THK Day Activity Centre @ Chai Chee,50,19,5,31
30/11/2020,(DAC) THK Autism Centre @ Geylang Bahru,66,26,6,40
30/11/2020,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,24,4,18
30/11/2020,(DAC) TOUCH Centre for Independent Living - Ubi,50,37,1,13
30/11/2020,(SW) APSN Centre for Adults,170,149,35,21
30/11/2020,(SW) Cerebral Palsy Alliance Singapore GROW,100,87,17,13
30/11/2020,(SW) SIA-MINDS Employment Development Centre,350,379,20,-29
30/11/2020,(SW) MINDS Woodlands Employment Development Centre,400,368,35,32
31/12/2020,(ADH) Blue Cross Thong Kheng Home,116,94,4,22
31/12/2020,(ADH) Metta Home for the Disabled,103,84,2,19
31/12/2020,(ADH) Singapore Cheshire Home,90,74,7,16
31/12/2020,(ADH) THK Home for the Disabled @ Eunos,88,80,12,8
31/12/2020,(Hostel) MINDSVille @ Napiri,60,51,39,9
31/12/2020,(Hostel) THK Home for the Disabled @ Eunos,40,40,30,0
31/12/2020,(Hostel) Touch Ubi Hostel,30,29,3,1
31/12/2020,(DAC) THK Day Activity Centre @ Chai Chee,50,19,5,31
31/12/2020,(DAC) THK Autism Centre @ Geylang Bahru,66,26,7,40
31/12/2020,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,56,18,27
31/12/2020,(DAC) Cerebral Palsy Alliance Singapore,70,65,1,5
31/12/2020,(DAC) Eden Centre for Adults @ Clementi,40,44,18,-4
31/12/2020,(DAC) Metta Home @ Hougang,40,30,2,10
31/12/2020,(DAC) Metta Home @ Woodlands,50,28,1,22
31/12/2020,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,48,6,7
31/12/2020,(DAC) MINDS Training & Development Centre @ Clementi,55,50,6,5
31/12/2020,(DAC) MINDS Training & Development Centre @ Eunos,100,70,8,30
31/12/2020,(DAC) MINDS Training & Development Centre @ Faber,41,39,7,2
31/12/2020,(DAC) MINDS Training & Development Centre @ Tampines,47,53,2,-6
31/12/2020,(DAC) MINDS Training & Development Centre @ Yishun,61,61,3,0
31/12/2020,(DAC) SUN-DAC @ Bedok,50,43,5,7
31/12/2020,(DAC) SUN-DAC @ Choa Chu Kang,50,52,3,-2
31/12/2020,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,24,5,18
31/12/2020,(SW) BizLink Sheltered Workshop,136,149,21,-13
31/12/2020,(SW) Cerebral Palsy Alliance Singapore GROW,100,86,17,14
31/12/2020,(SW) MINDS IDEA Employment Development Centre,300,302,15,-2
31/12/2020,(SW) MINDS Woodlands Employment Development Centre,400,373,33,27
31/12/2020,(SW) SPD Sheltered Workshop,145,129,20,16
29/2/2020,(ADH) THK Home for Disabled @ Sembawang,180,82,27,98
29/2/2020,(ADH) Bishan Home for the Intellectually Disabled,132,124,0,8
29/2/2020,(ADH) Metta Home for the Disabled,103,86,3,17
29/2/2020,(ADH) MINDSVille @ Napiri,160,114,36,46
29/2/2020,(ADH) St Andrew's Adult Home (Sengkang),148,13,22,135
29/2/2020,(ADH) THK Home for the Disabled @ Eunos,88,81,12,7
29/2/2020,(CGH) MINDSVille @ Napiri,10,8,7,2
29/2/2020,(Hostel) MINDSVille @ Napiri,60,45,26,15
29/2/2020,(DAC) THK Autism Centre @ Geylang Bahru,66,23,4,43
29/2/2020,(DAC) BizLink Day Activity Centre,40,32,4,8
29/2/2020,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,40,7,20
29/2/2020,(DAC) Blue Cross Thong Kheng Home,50,35,1,15
29/2/2020,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,56,13,27
29/2/2020,(DAC) Cerebral Palsy Alliance Singapore,70,68,1,2
29/2/2020,(DAC) Eden Centre for Adults @ Clementi,40,44,9,-4
29/2/2020,(DAC) Eden Centre for Adults @ Hougang,40,43,4,-3
29/2/2020,(DAC) Metta Home @ Hougang,40,32,1,8
29/2/2020,(DAC) Metta Home @ Woodlands,50,28,3,22
29/2/2020,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,50,2,5
29/2/2020,(DAC) MINDS Training & Development Centre @ Eunos,100,70,2,30
29/2/2020,(DAC) Red Cross Day Activity Centre,50,12,2,38
29/2/2020,(DAC) SPD Day Activity Centre,91,84,3,7
29/2/2020,(DAC) St Andrew's Autism Centre (Siglap),97,69,6,28
29/2/2020,(DAC) SUN-DAC @ Bedok,50,46,1,4
29/2/2020,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,23,0,19
29/2/2020,(SW) APSN Centre for Adults,170,164,8,6
29/2/2020,(SW) Cerebral Palsy Alliance Singapore GROW,100,88,4,12
